,3.0,25,3,0
24661,3.0,55,55,61
29743,3.0,60,60,19
6712,3.0,80,55,0
12680,4.0,12,12,0
21629,3.0,73,73,36
26338,3.0,40,40,14
19347,4.0,11,8,0
23103,3.0,65,65,16
30388,3.0,60,60,18
31360,3.0,75,75,4
26281,3.0,40,40,15
14779,4.0,17,15,0
9183,4.0,11,9,0
26041,3.0,40,40,22
11129,4.0,12,12,0
10659,4.0,11,9,0
22865,3.0,70,70,43
21951,3.0,67,66,14
8765,3.0,55,43,0
16508,4.0,12,12,0
15939,4.0,6,6,0
30289,3.0,60,60,19
16559,4.0,18,18,0
2788,0.0,180,150,0
19632,4.0,12,12,0
15021,4.0,17,15,0
5557,3.0,80,49,0
29767,3.0,60,60,19
10288,4.0,11,9,0
2282,3.0,25,25,3
25755,3.0,44,45,11
15866,4.0,18,18,0
22762,3.0,135,135,59
27202,3.0,67,67,6
24229,3.0,59,59,46
13410,4.0,12,10,0
2871,0.0,180,150,0
9935,4.0,11,9,0
22907,3.0,70,70,43
17633,4.0,6,6,0
19250,4.0,6,6,0
10259,4.0,11,9,0
16323,4.0,9,9,0
15162,4.0,18,18,0
8167,3.0,51,44,0
27579,3.0,67,67,11
31207,3.0,75,75,3
1610,3.0,25,25,4
14127,4.0,1,1,0
17776,4.0,6,6,0
24588,3.0,55,55,57
26613,3.0,40,40,15
31930,3.0,65,65,5
8797,3.0,55,43,0
24816,3.0,55,55,61
11945,4.0,9,9,0
18007,4.0,6,6,0
5219,2.0,20,16,0
22358,3.0,73,73,38
23102,3.0,70,70,44
2918,0.0,180,150,0
30531,3.0,55,24,0
19930,4.0,11,8,0
12792,4.0,9,9,0
4884,2.0,20,14,0
29188,3.0,60,60,10
5208,2.0,20,16,0
10515,4.0,11,9,0
1189,3.0,50,50,15
10669,4.0,11,9,0
4693,2.0,20,14,0
15753,4.0,12,10,0
28384,3.0,65,65,22
5095,2.0,20,17,0
25606,3.0,45,45,4
16479,4.0,12,10,0
15195,4.0,18,18,0
14136,4.0,12,10,0
2291,3.0,25,25,1
16975,4.0,2,2,0
15301,4.0,6,6,0
912,3.0,25,25,8
26840,3.0,40,40,6
5110,2.0,20,16,0
22381,3.0,140,140,51
26909,3.0,67,59,2
4225,3.0,50,50,7
8675,3.0,55,43,0
12598,4.0,1,1,0
4372,3.0,50,49,0
23204,3.0,65,65,18
954,3.0,25,25,8
18826,4.0,17,14,0
29876,3.0,60,60,20
14317,4.0,17,15,0
5474,3.0,80,49,0
3614,3.0,60,38,0
11757,4.0,11,8,0
3852,3.0,60,56,0
29393,3.0,60,60,14
6385,3.0,80,52,0
14518,4.0,11,8,0
6268,3.0,80,52,0
3432,0.0,180,152,0
15888,4.0,18,18,0
3173,0.0,180,151,0
27865,3.0,67,67,15
3824,3.0,60,56,0
4846,2.0,20,14,0
30043,3.0,60,60,18
9040,4.0,11,9,0
25262,3.0,45,44,0
12209,4.0,9,9,0
21465,3.0,67,67,9
4164,3.0,50,50,7
9130,4.0,11,9,0
22407,3.0,67,67,14
7721,3.0,46,43,0
22612,3.0,135,135,60
22891,3.0,135,135,60
15543,4.0,6,6,0
17750,4.0,1,1,0
8039,3.0,51,44,0
5672,3.0,80,49,0
13471,4.0,1,1,0
23110,3.0,135,135,62
27319,3.0,67,67,6
18567,4.0,9,9,0
135,3.0,25,25,4
29040,3.0,60,60,9
7589,3.0,46,43,0
7983,3.0,51,44,0
21229,3.0,140,140,32
20747,3.0,73,73,14
14540,4.0,11,8,0
12496,4.0,6,6,0
22970,3.0,70,70,44
9942,4.0,11,9,0
11014,4.0,1,1,0
18721,4.0,9,9,0
1762,3.0,50,50,18
18246,4.0,12,12,0
31856,3.0,65,65,7
26060,3.0,40,40,22
14747,4.0,1,1,0
28176,3.0,65,65,20
16899,4.0,1,1,0
8633,3.0,55,43,0
6744,3.0,80,52,0
2261,3.0,25,25,3
2045,3.0,25,25,4
27969,3.0,67,67,16
29051,3.0,60,60,9
6125,3.0,80,50,0
24810,3.0,55,55,61
3687,3.0,60,45,0
3407,0.0,180,152,0
1210,3.0,50,50,17
28853,3.0,65,64,3
15252,4.0,17,15,0
20886,3.0,67,67,4
2060,3.0,25,25,4
17166,4.0,17,15,0
19640,4.0,17,14,0
28195,3.0,65,65,21
29626,3.0,60,60,18
21616,3.0,140,140,47
29578,3.0,60,60,18
12195,4.0,1,1,0
3370,0.0,180,152,0
19918,4.0,12,12,0
31907,3.0,65,65,6
18448,4.0,12,10,0
25826,3.0,44,44,14
1687,3.0,50,50,18
6212,3.0,80,51,0
24021,3.0,74,74,28
20342,4.0,1,1,0
22738,3.0,135,135,59
7387,3.0,46,43,0
18023,4.0,17,14,0
19825,4.0,1,1,0
19807,4.0,1,1,0
29835,3.0,60,60,20
18100,4.0,17,14,0
25438,3.0,45,45,1
29144,3.0,60,60,9
10496,4.0,11,9,0
18059,4.0,12,12,0
22952,3.0,70,70,43
1110,3.0,25,25,8
20033,4.0,2,2,0
4945,2.0,20,13,0
14883,4.0,6,6,0
19906,4.0,1,1,0
27519,3.0,67,67,10
28517,3.0,65,65,22
11518,4.0,12,10,0
20603,4.0,6,6,0
4213,3.0,50,50,6
3335,0.0,180,152,0
30167,3.0,60,60,20
5201,2.0,20,16,0
21747,3.0,67,67,12
18741,4.0,12,12,0
2549,3.0,25,23,1
8871,3.0,55,43,0
3263,0.0,180,152,0
378,3.0,25,25,7
10221,4.0,11,9,0
19185,4.0,12,10,0
29129,3.0,60,60,9
23451,3.0,74,74,13
8664,3.0,55,43,0
7270,3.0,46,43,0
17785,4.0,11,8,0
6504,3.0,80,53,0
9952,4.0,11,9,0
11385,4.0,6,6,0
9839,4.0,11,9,0
2144,3.0,25,25,3
22753,3.0,135,135,59
32203,3.0,65,64,4
9989,4.0,11,9,0
1752,3.0,25,25,13
3495,0.0,180,152,0
2318,3.0,25,25,3
17164,4.0,18,18,0
6880,3.0,80,52,0
20772,3.0,67,67,4
26407,3.0,40,40,15
215,3.0,25,22,4
2844,0.0,180,150,0
2586,3.0,25,7,0
18781,4.0,18,18,0
15458,4.0,1,1,0
13842,4.0,18,18,0
4550,2.0,20,15,0
10105,4.0,11,9,0
28559,3.0,65,65,22
18013,4.0,17,15,0
14215,4.0,1,1,0
8279,3.0,51,44,0
16366,4.0,11,8,0
9947,4.0,11,9,0
8290,3.0,51,44,0
17627,4.0,17,14,0
4749,2.0,20,15,0
8276,3.0,51,44,0
235,3.0,50,47,8
7911,3.0,51,43,0
6715,3.0,80,55,0
31431,3.0,75,75,4
21595,3.0,140,140,45
17468,4.0,6,6,0
2445,3.0,25,25,10
18419,4.0,17,14,0
21274,3.0,140,140,33
16377,4.0,11,8,0
18303,4.0,9,9,0
619,3.0,50,50,11
17376,4.0,1,1,0
20766,3.0,67,67,4
14311,4.0,6,6,0
8851,3.0,55,43,0
23688,3.0,74,74,22
5312,2.0,20,16,0
9067,4.0,11,9,0
6619,3.0,80,54,0
32251,3.0,65,64,4
27810,3.0,67,67,15
8403,3.0,51,44,0
13245,4.0,12,10,0
27101,3.0,67,66,3
14740,4.0,6,6,0
22938,3.0,65,65,16
1147,3.0,50,50,18
2765,0.0,180,151,0
3622,3.0,60,38,0
26215,3.0,40,40,21
1101,3.0,25,25,8
10794,4.0,1,1,0
22398,3.0,67,67,14
25310,3.0,45,44,1
15324,4.0,12,10,0
4902,2.0,20,14,0
1021,3.0,50,50,14
24782,3.0,55,55,61
781,3.0,50,50,12
12813,4.0,11,8,0
9253,4.0,11,9,0
25716,3.0,45,45,6
25144,3.0,50,3,0
31763,3.0,75,69,5
21507,3.0,67,67,11
11588,4.0,17,14,0
19950,4.0,1,1,0
24239,3.0,59,59,46
13666,4.0,18,18,0
21923,3.0,73,73,35
21873,3.0,67,67,13
9609,4.0,11,9,0
18980,4.0,17,14,0
3790,3.0,60,56,0
5156,2.0,20,16,0
7939,3.0,51,43,0
6004,3.0,80,50,0
7213,3.0,55,24,0
28600,3.0,65,65,21
11766,4.0,1,1,0
17507,4.0,17,15,0
12511,4.0,18,18,0
21333,3.0,67,67,8
12742,4.0,18,18,0
26263,3.0,40,40,15
11181,4.0,17,14,0
31142,3.0,75,75,3
7734,3.0,46,43,0
18277,4.0,17,15,0
12146,4.0,2,2,0
16028,4.0,12,10,0
3505,0.0,180,152,0
17359,4.0,12,10,0
25954,3.0,40,40,22
27817,3.0,67,67,15
3282,0.0,180,151,0
7646,3.0,46,43,0
32178,3.0,65,64,4
7692,3.0,46,43,0
14159,4.0,2,2,0
31980,3.0,65,65,5
23959,3.0,74,74,27
4144,3.0,60,54,2
19614,4.0,12,10,0
19439,4.0,2,2,0
12921,4.0,1,1,0
23384,3.0,74,74,10
14784,4.0,6,6,0
18044,4.0,18,18,0
18037,4.0,12,12,0
28709,3.0,65,59,2
13925,4.0,9,9,0
6963,3.0,80,52,0
11740,4.0,1,1,0
7069,3.0,80,52,0
7079,3.0,80,52,0
8402,3.0,51,44,0
26251,3.0,40,40,15
7999,3.0,51,43,0
25231,3.0,45,44,0
30462,3.0,60,31,0
30271,3.0,60,60,19
9061,4.0,11,9,0
21376,3.0,140,140,35
3457,0.0,180,152,0
20660,3.0,65,65,24
27220,3.0,67,67,5
27868,3.0,67,67,15
9510,4.0,11,9,0
3949,3.0,60,56,0
10703,4.0,11,9,0
68,3.0,25,1,0
13346,4.0,1,1,0
7587,3.0,46,43,0
7194,3.0,55,43,0
21485,3.0,73,73,35
31072,3.0,80,75,3
9837,4.0,11,9,0
22496,3.0,70,70,45
28335,3.0,65,65,21
25920,3.0,40,40,21
27376,3.0,67,67,6
32027,3.0,65,65,5
28686,3.0,65,65,17
12641,4.0,2,2,0
10537,4.0,11,9,0
27822,3.0,67,67,15
5638,3.0,80,49,0
16834,4.0,18,18,0
29932,3.0,60,60,18
19344,4.0,17,15,0
19168,4.0,17,15,0
19534,4.0,11,8,0
25893,3.0,40,40,21
169,3.0,50,45,8
16819,4.0,6,6,0
9901,4.0,11,9,0
1017,3.0,25,25,8
18728,4.0,17,15,0
612,3.0,25,25,7
20531,4.0,17,14,0
8405,3.0,51,44,0
11052,4.0,12,12,0
18615,4.0,1,1,0
15033,4.0,1,1,0
17822,4.0,2,2,0
6312,3.0,80,52,0
21410,3.0,73,73,28
17395,4.0,18,18,0
8794,3.0,55,43,0
31751,3.0,75,69,4
30783,3.0,80,75,2
10634,4.0,11,9,0
28406,3.0,65,65,22
19260,4.0,9,9,0
1926,3.0,25,25,12
700,3.0,50,50,11
315,3.0,25,25,4
28581,3.0,65,65,21
510,3.0,25,25,7
478,3.0,50,50,13
6236,3.0,80,52,0
16949,4.0,11,8,0
14956,4.0,1,1,0
10173,4.0,11,9,0
1411,3.0,50,50,15
23259,3.0,65,65,18
19851,4.0,1,1,0
7453,3.0,46,43,0
11847,4.0,6,6,0
24472,3.0,55,55,56
27068,3.0,67,67,2
22459,3.0,135,135,54
9301,4.0,11,9,0
6985,3.0,80,52,0
25913,3.0,40,40,21
3249,0.0,180,151,0
3295,0.0,180,152,0
6500,3.0,80,53,0
9633,4.0,11,9,0
17551,4.0,17,15,0
23029,3.0,135,135,61
7874,3.0,51,43,0
5706,3.0,80,49,0
13269,4.0,1,1,0
127,3.0,50,45,7
8535,3.0,55,43,0
25639,3.0,45,45,2
28674,3.0,65,65,0
3759,3.0,60,52,0
30825,3.0,80,74,2
1322,3.0,25,25,3
15438,4.0,17,14,0
12637,4.0,11,8,0
10612,4.0,11,9,0
6997,3.0,80,52,0
26036,3.0,40,40,22
17831,4.0,6,6,0
10415,4.0,11,9,0
16806,4.0,11,8,0
29158,3.0,60,60,9
5946,3.0,80,50,0
18820,4.0,9,9,0
1616,3.0,25,25,4
6330,3.0,80,52,0
9500,4.0,11,9,0
8480,3.0,55,44,0
24197,3.0,59,59,46
25612,3.0,45,45,3
31438,3.0,75,75,4
22741,3.0,135,135,59
7364,3.0,46,43,0
24349,3.0,59,59,48
28016,3.0,65,65,18
15914,4.0,12,12,0
26717,3.0,40,40,14
4516,2.0,20,16,0
15151,4.0,18,18,0
2404,3.0,50,50,7
12619,4.0,2,2,0
15772,4.0,11,8,0
7849,3.0,51,43,0
11134,4.0,2,2,0
31240,3.0,75,75,3
7592,3.0,46,43,0
23295,3.0,60,55,2
23899,3.0,74,74,25
15283,4.0,18,18,0
2267,3.0,25,25,3
10603,4.0,11,9,0
30231,3.0,60,60,19
18488,4.0,12,12,0
17161,4.0,12,10,0
25447,3.0,45,45,1
13400,4.0,2,2,0
31779,3.0,65,65,8
17901,4.0,18,18,0
8875,3.0,55,43,0
29477,3.0,60,59,17
28373,3.0,65,65,22
9964,4.0,11,9,0
22113,3.0,67,67,14
23433,3.0,74,74,12
30707,3.0,80,74,2
15672,4.0,12,12,0
17623,4.0,12,10,0
31135,3.0,80,75,3
2245,3.0,50,50,15
31300,3.0,75,75,4
25837,3.0,44,44,12
3201,0.0,180,151,0
7815,3.0,46,43,0
11303,4.0,17,15,0
17631,4.0,11,8,0
14198,4.0,12,12,0
15615,4.0,17,15,0
3524,0.0,180,152,0
16589,4.0,12,10,0
5969,3.0,80,49,0
816,3.0,25,25,10
32009,3.0,65,65,5
12869,4.0,9,9,0
24812,3.0,55,55,61
18613,4.0,12,10,0
21952,3.0,140,140,47
5381,3.0,80,53,0
26902,3.0,40,40,6
12590,4.0,17,15,0
14990,4.0,12,12,0
30702,3.0,80,74,2
2257,3.0,50,50,16
23770,3.0,74,74,23
18668,4.0,12,10,0
2555,3.0,25,23,1
14607,4.0,9,9,0
7557,3.0,46,43,0
12746,4.0,12,12,0
11267,4.0,1,1,0
7623,3.0,46,43,0
20075,4.0,6,6,0
20571,4.0,12,10,0
25089,3.0,55,54,20
23505,3.0,74,74,14
17915,4.0,1,1,0
24687,3.0,55,55,60
7280,3.0,46,43,0
3101,0.0,180,150,0
4985,2.0,20,14,0
28294,3.0,65,65,20
22806,3.0,65,65,17
23174,3.0,70,70,44
4498,2.0,20,2,0
16485,4.0,1,1,0
1176,3.0,25,25,10
11968,4.0,6,6,0
23211,3.0,60,59,3
4453,3.0,50,42,0
17331,4.0,17,15,0
31366,3.0,75,75,4
12518,4.0,6,6,0
27926,3.0,67,67,16
30001,3.0,60,60,18
4250,3.0,50,50,3
24904,3.0,55,55,60
16847,4.0,17,15,0
5334,2.0,20,16,0
3133,0.0,180,151,0
5575,3.0,80,49,0
21721,3.0,140,140,48
13745,4.0,17,15,0
10437,4.0,11,9,0
29425,3.0,60,60,15
27125,3.0,67,66,3
263,3.0,25,25,5
11809,4.0,17,15,0
16148,4.0,6,6,0
6507,3.0,80,52,0
9564,4.0,11,9,0
2842,0.0,180,150,0
17147,4.0,11,8,0
21531,3.0,67,67,9
344,3.0,25,25,6
4151,3.0,60,55,2
29018,3.0,60,60,9
17363,4.0,17,14,0
29952,3.0,60,60,18
21442,3.0,140,140,38
14687,4.0,2,2,0
20257,4.0,17,15,0
12817,4.0,2,2,0
22387,3.0,140,140,51
15935,4.0,1,1,0
25965,3.0,40,40,22
16187,4.0,17,15,0
23744,3.0,74,74,22
11936,4.0,12,10,0
7758,3.0,46,43,0
145,3.0,50,45,8
16399,4.0,11,8,0
25318,3.0,45,44,1
7945,3.0,51,43,0
30683,3.0,80,74,2
11277,4.0,2,2,0
24148,3.0,74,74,30
1515,3.0,25,25,13
1401,3.0,25,25,12
29647,3.0,60,60,18
6520,3.0,80,52,0
15174,4.0,17,14,0
21325,3.0,140,140,33
10993,4.0,18,18,0
1238,3.0,25,25,7
22196,3.0,73,73,36
15449,4.0,17,14,0
15276,4.0,12,12,0
2465,3.0,25,25,1
1872,3.0,25,25,13
1137,3.0,25,25,10
27873,3.0,67,67,15
25977,3.0,40,40,22
14732,4.0,1,1,0
19353,4.0,18,18,0
16938,4.0,11,8,0
9849,4.0,11,9,0
3816,3.0,60,56,0
27633,3.0,67,67,11
21687,3.0,67,67,12
11853,4.0,17,15,0
28304,3.0,65,65,20
31171,3.0,75,75,3
19988,4.0,12,10,0
18300,4.0,1,1,0
21224,3.0,73,73,27
3589,3.0,60,36,0
12488,4.0,1,1,0
14367,4.0,12,10,0
30579,3.0,80,75,2
13602,4.0,17,15,0
20513,4.0,11,8,0
13913,4.0,11,8,0
31638,3.0,75,74,4
12633,4.0,17,14,0
4947,2.0,20,13,0
18123,4.0,17,15,0
2627,3.0,25,23,1
18934,4.0,1,1,0
18648,4.0,1,1,0
26926,3.0,65,65,21
1464,3.0,25,25,13
8563,3.0,55,43,0
8393,3.0,51,44,0
8056,3.0,51,44,0
29480,3.0,60,60,16
10698,4.0,11,9,0
27422,3.0,67,67,7
17392,4.0,12,10,0
737,3.0,25,25,5
8051,3.0,51,44,0
18398,4.0,17,15,0
13870,4.0,9,9,0
11702,4.0,11,8,0
30581,3.0,80,75,2
10335,4.0,11,9,0
5942,3.0,80,50,0
29269,3.0,60,60,12
6089,3.0,80,51,0
13328,4.0,1,1,0
24763,3.0,55,55,61
18282,4.0,6,6,0
18914,4.0,17,14,0
15102,4.0,9,9,0
18539,4.0,18,18,0
21889,3.0,140,140,47
6477,3.0,80,52,0
17871,4.0,1,1,0
5290,2.0,20,16,0
29182,3.0,60,60,10
11451,4.0,6,6,0
20448,4.0,9,9,0
9638,4.0,11,9,0
5724,3.0,80,49,0
9399,4.0,11,9,0
14080,4.0,6,6,0
20238,4.0,11,8,0
31673,3.0,75,74,3
28671,3.0,65,65,8
5391,3.0,80,49,0
16263,4.0,17,14,0
5803,3.0,80,49,0
15816,4.0,11,8,0
13793,4.0,9,9,0
4355,3.0,50,50,1
25874,3.0,40,40,21
21843,3.0,67,67,13
26345,3.0,40,40,14
1219,3.0,50,50,16
26681,3.0,40,40,14
6837,3.0,80,52,0
31229,3.0,75,75,3
10274,4.0,11,9,0
30297,3.0,60,60,19
11153,4.0,9,9,0
293,3.0,25,24,5
8032,3.0,51,44,0
1824,3.0,25,25,13
29161,3.0,60,60,9
9815,4.0,11,9,0
4944,2.0,20,13,0
1019,3.0,25,25,6
25806,3.0,44,45,12
318,3.0,25,25,4
22143,3.0,67,67,14
2874,0.0,180,150,0
9243,4.0,11,9,0
25408,3.0,45,45,1
4463,3.0,50,47,0
27306,3.0,67,67,6
21688,3.0,140,140,48
11776,4.0,17,15,0
19662,4.0,17,14,0
17755,4.0,12,10,0
11638,4.0,6,6,0
1190,3.0,25,25,7
22608,3.0,65,65,17
13638,4.0,11,8,0
29548,3.0,60,60,18
30501,3.0,80,75,2
17789,4.0,2,2,0
12296,4.0,11,8,0
6092,3.0,80,51,0
8610,3.0,55,43,0
2080,3.0,50,50,17
6271,3.0,80,52,0
10731,4.0,11,9,0
12165,4.0,9,9,0
16211,4.0,12,12,0
8556,3.0,55,43,0
14141,4.0,17,15,0
12440,4.0,9,9,0
31251,3.0,75,75,4
18022,4.0,18,18,0
8220,3.0,51,44,0
1904,3.0,25,25,5
12216,4.0,17,15,0
11199,4.0,12,10,0
32039,3.0,65,65,5
1485,3.0,25,25,12
15321,4.0,11,8,0
14227,4.0,18,18,0
29917,3.0,60,60,18
6756,3.0,80,54,0
19789,4.0,6,6,0
6225,3.0,80,51,0
31291,3.0,75,74,4
30172,3.0,60,60,20
7499,3.0,46,43,0
7664,3.0,46,43,0
22057,3.0,140,140,48
21126,3.0,67,67,7
18039,4.0,9,9,0
8936,3.0,55,44,0
3279,0.0,180,151,0
18985,4.0,9,9,0
12423,4.0,18,18,0
26529,3.0,40,40,15
12627,4.0,9,9,0
28820,3.0,65,63,3
24054,3.0,74,74,28
5590,3.0,80,49,0
22560,3.0,65,65,17
24284,3.0,59,59,46
16986,4.0,2,2,0
19189,4.0,17,14,0
18077,4.0,18,18,0
30537,3.0,55,25,0
13916,4.0,12,10,0
17169,4.0,11,8,0
15982,4.0,9,9,0
31015,3.0,80,73,3
12068,4.0,12,10,0
3748,3.0,60,51,0
393,3.0,25,25,6
18297,4.0,18,18,0
30178,3.0,60,60,20
5863,3.0,80,50,0
17221,4.0,17,15,0
31124,3.0,80,75,3
14807,4.0,12,10,0
24379,3.0,59,59,48
30175,3.0,60,60,20
5888,3.0,80,49,0
8690,3.0,55,43,0
28222,3.0,65,65,21
2372,3.0,25,25,1
16201,4.0,11,8,0
2135,3.0,25,25,3
28468,3.0,65,65,22
20048,4.0,17,15,0
1585,3.0,50,50,17
4908,2.0,20,14,0
15979,4.0,1,1,0
22644,3.0,65,65,17
10704,4.0,11,9,0
22238,3.0,73,73,36
27753,3.0,67,67,14
10625,4.0,11,9,0
3919,3.0,60,55,0
17327,4.0,2,2,0
7386,3.0,46,43,0
31932,3.0,65,65,5
17068,4.0,1,1,0
12102,4.0,2,2,0
19527,4.0,2,2,0
4259,3.0,50,50,3
16094,4.0,12,10,0
23542,3.0,74,74,14
20573,4.0,1,1,0
32252,3.0,55,54,1
4904,2.0,20,14,0
21047,3.0,73,73,20
5137,2.0,20,16,0
8852,3.0,55,43,0
9360,4.0,11,9,0
31928,3.0,65,65,6
13284,4.0,1,1,0
11262,4.0,11,8,0
11226,4.0,17,15,0
9435,4.0,11,9,0
4099,3.0,60,57,1
1008,3.0,25,25,8
20794,3.0,140,140,19
16084,4.0,2,2,0
30793,3.0,80,74,2
30784,3.0,80,75,2
31733,3.0,75,71,3
12700,4.0,17,15,0
12378,4.0,1,1,0
8735,3.0,55,43,0
28225,3.0,65,65,21
3766,3.0,60,54,0
23012,3.0,70,70,43
16924,4.0,17,15,0
19358,4.0,11,8,0
15907,4.0,12,10,0
24369,3.0,59,59,47
16868,4.0,17,14,0
21223,3.0,140,140,32
24811,3.0,55,55,61
3046,0.0,180,150,0
13086,4.0,1,1,0
29366,3.0,60,60,15
27743,3.0,67,67,14
23354,3.0,55,22,0
14047,4.0,6,6,0
9946,4.0,11,9,0
25045,3.0,55,55,38
10219,4.0,11,9,0
10512,4.0,11,9,0
32262,3.0,55,55,6
18771,4.0,17,14,0
6962,3.0,80,52,0
8518,3.0,55,43,0
22180,3.0,140,140,49
4495,2.0,20,16,0
31600,3.0,75,74,4
4020,3.0,60,55,1
3096,0.0,180,150,0
25805,3.0,44,45,12
18151,4.0,12,10,0
3750,3.0,60,51,0
14713,4.0,17,15,0
8733,3.0,55,43,0
25701,3.0,45,45,8
2484,3.0,25,25,5
25668,3.0,45,45,4
12524,4.0,17,15,0
9267,4.0,11,9,0
25602,3.0,45,45,4
24334,3.0,59,59,48
9291,4.0,11,9,0
1657,3.0,50,50,18
10027,4.0,11,9,0
282,3.0,25,24,4
2195,3.0,25,25,3
22940,3.0,70,70,43
3595,3.0,50,30,0
22234,3.0,140,140,49
17006,4.0,6,6,0
27315,3.0,67,67,6
22629,3.0,65,65,17
26067,3.0,40,40,22
937,3.0,50,50,11
13030,4.0,17,15,0
23021,3.0,70,70,43
29561,3.0,60,60,18
968,3.0,25,25,6
7359,3.0,46,43,0
22528,3.0,135,135,56
9375,4.0,11,9,0
26790,3.0,40,40,14
8048,3.0,51,44,0
25003,3.0,55,55,60
5467,3.0,80,49,0
20147,4.0,17,15,0
518,3.0,25,25,6
26785,3.0,40,40,14
20969,3.0,73,73,21
21170,3.0,73,73,24
15095,4.0,1,1,0
19104,4.0,12,12,0
23494,3.0,74,74,13
30936,3.0,80,75,2
1867,3.0,50,50,18
8307,3.0,51,44,0
28162,3.0,65,65,21
5909,3.0,80,50,0
19406,4.0,2,2,0
1796,3.0,25,25,5
1222,3.0,50,50,17
6111,3.0,80,50,0
11908,4.0,17,15,0
31449,3.0,75,75,4
13444,4.0,2,2,0
4667,2.0,20,14,0
28932,3.0,60,60,9
3531,0.0,180,152,0
27481,3.0,67,67,9
14919,4.0,1,1,0
13489,4.0,1,1,0
25980,3.0,40,40,22
26034,3.0,40,40,22
32243,3.0,65,64,3
8046,3.0,51,44,0
4760,2.0,20,15,0
10436,4.0,11,9,0
8095,3.0,51,44,0
24945,3.0,55,55,60
3179,0.0,180,151,0
30934,3.0,80,75,2
6681,3.0,80,56,0
27072,3.0,67,67,2
1680,3.0,25,25,13
2577,3.0,25,7,0
5963,3.0,80,49,0
16251,4.0,18,18,0
7158,3.0,80,52,0
19093,4.0,12,12,0
10089,4.0,11,9,0
694,3.0,50,50,11
9570,4.0,11,9,0
20961,3.0,67,67,5
22008,3.0,67,67,14
20426,4.0,9,9,0
8807,3.0,55,43,0
11100,4.0,12,10,0
28368,3.0,65,65,21
20167,4.0,18,18,0
18269,4.0,11,8,0
28983,3.0,60,60,10
31028,3.0,80,74,3
21114,3.0,67,67,7
17941,4.0,6,6,0
25838,3.0,44,44,12
26848,3.0,40,40,14
4183,3.0,60,54,2
8736,3.0,55,43,0
16221,4.0,1,1,0
21430,3.0,140,140,38
21935,3.0,73,73,35
10454,4.0,11,9,0
18406,4.0,1,1,0
3220,0.0,180,151,0
23974,3.0,74,74,28
16029,4.0,2,2,0
24000,3.0,74,74,29
1934,3.0,25,25,4
27207,3.0,67,66,5
20551,4.0,1,1,0
5755,3.0,80,49,0
17029,4.0,12,10,0
11340,4.0,9,9,0
23894,3.0,74,74,26
7744,3.0,46,43,0
22817,3.0,70,70,42
20719,3.0,140,139,20
3829,3.0,60,56,0
4598,2.0,20,14,0
25434,3.0,45,45,1
19670,4.0,2,2,0
22588,3.0,135,135,60
2179,3.0,50,50,19
25126,3.0,45,39,0
24142,3.0,74,74,30
5277,2.0,20,16,0
128,3.0,25,20,3
22803,3.0,65,65,17
28826,3.0,65,63,3
31308,3.0,75,74,4
12907,4.0,18,18,0
15143,4.0,1,1,0
28049,3.0,67,67,16
27567,3.0,67,67,11
6450,3.0,80,52,0
23563,3.0,74,74,19
14953,4.0,18,18,0
21793,3.0,140,140,47
14921,4.0,17,14,0
19889,4.0,12,10,0
3240,0.0,180,151,0
4052,3.0,60,57,1
12243,4.0,6,6,0
25243,3.0,45,44,0
15316,4.0,18,18,0
3357,0.0,180,152,0
27160,3.0,67,67,4
20418,4.0,2,2,0
11871,4.0,2,2,0
24688,3.0,55,55,60
11905,4.0,1,1,0
5135,2.0,20,16,0
2500,3.0,50,48,6
13947,4.0,9,9,0
11619,4.0,1,1,0
28318,3.0,65,65,20
26454,3.0,40,40,15
19429,4.0,1,1,0
8672,3.0,55,43,0
4980,2.0,20,13,0
3176,0.0,180,151,0
8701,3.0,55,43,0
25728,3.0,44,45,11
15465,4.0,9,9,0
24348,3.0,59,59,48
21702,3.0,67,67,13
29555,3.0,60,60,18
23252,3.0,70,70,44
11093,4.0,17,14,0
21509,3.0,73,73,34
12286,4.0,9,9,0
13898,4.0,17,14,0
18867,4.0,2,2,0
5892,3.0,80,49,0
20297,4.0,2,2,0
29020,3.0,60,60,9
6848,3.0,80,52,0
8457,3.0,55,44,0
31165,3.0,75,75,3
20187,4.0,2,2,0
8451,3.0,51,44,0
18773,4.0,1,1,0
11357,4.0,17,14,0
1416,3.0,25,25,12
21992,3.0,73,73,35
15805,4.0,11,8,0
14329,4.0,1,1,0
8284,3.0,51,44,0
18665,4.0,11,8,0
13951,4.0,1,1,0
25286,3.0,45,44,0
9475,4.0,11,9,0
20979,3.0,67,67,7
3484,0.0,180,152,0
6608,3.0,80,53,0
12947,4.0,6,6,0
2332,3.0,50,50,11
3725,3.0,60,47,0
19968,4.0,1,1,0
26285,3.0,40,40,15
27247,3.0,67,67,6
32028,3.0,65,65,5
28066,3.0,65,65,21
23449,3.0,74,74,12
31303,3.0,75,74,4
8328,3.0,51,45,0
14201,4.0,6,6,0
22505,3.0,70,70,44
3025,0.0,180,150,0
11901,4.0,9,9,0
7124,3.0,80,52,0
16373,4.0,17,14,0
16499,4.0,9,9,0
8283,3.0,51,44,0
24747,3.0,55,55,63
17224,4.0,11,8,0
23611,3.0,74,74,22
9174,4.0,11,9,0
27715,3.0,67,67,15
21536,3.0,73,73,31
