,3.0,25,3,0
22266,3.0,67,67,14
24397,3.0,59,59,48
6918,3.0,80,52,0
8059,3.0,51,44,0
11907,4.0,17,14,0
26378,3.0,40,40,14
12240,4.0,12,12,0
11656,4.0,1,1,0
20020,4.0,6,6,0
6633,3.0,80,53,0
21448,3.0,140,140,38
19637,4.0,2,2,0
12754,4.0,17,14,0
19885,4.0,12,12,0
21827,3.0,73,73,35
24014,3.0,74,74,29
11589,4.0,17,15,0
15713,4.0,17,14,0
18264,4.0,18,18,0
2286,3.0,25,25,10
23500,3.0,74,74,15
6048,3.0,80,50,0
20279,4.0,17,15,0
17108,4.0,1,1,0
1126,3.0,50,50,18
26690,3.0,40,40,14
3511,0.0,180,152,0
8726,3.0,55,43,0
12654,4.0,18,18,0
22031,3.0,73,73,35
25760,3.0,44,44,12
3153,0.0,180,151,0
18535,4.0,6,6,0
9273,4.0,11,9,0
697,3.0,50,50,11
10134,4.0,11,9,0
116,3.0,25,20,3
20095,4.0,11,8,0
26626,3.0,40,40,15
7104,3.0,80,53,0
4048,3.0,60,57,1
3771,3.0,60,52,0
27859,3.0,67,67,15
13892,4.0,9,9,0
21226,3.0,140,140,32
7126,3.0,80,53,0
23667,3.0,74,74,22
9024,4.0,11,9,0
30097,3.0,60,60,19
657,3.0,25,25,7
26089,3.0,40,40,22
8581,3.0,55,43,0
25507,3.0,45,45,1
14688,4.0,1,1,0
11037,4.0,18,18,0
5620,3.0,80,49,0
16443,4.0,11,8,0
24885,3.0,55,55,60
18521,4.0,12,12,0
20985,3.0,67,67,7
20791,3.0,140,140,19
18544,4.0,11,8,0
31798,3.0,65,65,8
22171,3.0,140,140,49
13388,4.0,12,10,0
6907,3.0,80,52,0
32231,3.0,65,64,4
26375,3.0,40,40,14
28633,3.0,65,65,15
24091,3.0,74,74,30
29665,3.0,60,60,18
31962,3.0,65,65,5
24145,3.0,74,74,30
3760,3.0,60,54,0
3721,3.0,60,47,0
16038,4.0,6,6,0
24908,3.0,55,55,60
31774,3.0,75,70,4
14494,4.0,1,1,0
21615,3.0,67,67,12
10028,4.0,11,9,0
5524,3.0,80,49,0
3259,0.0,180,151,0
19266,4.0,17,14,0
3938,3.0,60,55,0
20456,4.0,1,1,0
19649,4.0,1,1,0
28374,3.0,65,65,22
4258,3.0,50,50,4
8114,3.0,51,44,0
23892,3.0,74,74,26
10128,4.0,11,9,0
11902,4.0,6,6,0
18548,4.0,2,2,0
30348,3.0,60,60,19
22311,3.0,67,67,14
23009,3.0,70,70,43
27599,3.0,67,67,11
20131,4.0,12,10,0
18121,4.0,18,18,0
10747,4.0,11,9,0
11088,4.0,6,6,0
30774,3.0,80,74,2
28631,3.0,65,65,14
21481,3.0,140,140,44
23474,3.0,74,74,13
22673,3.0,70,70,42
6659,3.0,80,53,0
30594,3.0,80,74,2
2714,0.0,180,151,0
25385,3.0,45,44,2
28134,3.0,65,65,21
20906,3.0,73,73,19
21366,3.0,67,67,9
15883,4.0,9,9,0
7144,3.0,80,48,0
13912,4.0,12,12,0
20423,4.0,1,1,0
6971,3.0,80,52,0
10485,4.0,11,9,0
28970,3.0,65,64,5
12204,4.0,17,14,0
8956,3.0,55,43,0
8505,3.0,55,44,0
28508,3.0,65,65,21
12414,4.0,17,15,0
15622,4.0,2,2,0
24842,3.0,55,55,60
31747,3.0,65,65,8
30844,3.0,80,75,2
14568,4.0,18,18,0
12357,4.0,18,18,0
17559,4.0,1,1,0
24136,3.0,74,74,31
18603,4.0,2,2,0
20160,4.0,12,12,0
28339,3.0,65,65,20
15576,4.0,6,6,0
11548,4.0,11,8,0
1758,3.0,25,25,13
2928,0.0,180,150,0
3811,3.0,60,56,0
12192,4.0,18,18,0
22568,3.0,70,70,43
31829,3.0,65,65,7
19036,4.0,17,15,0
2102,3.0,25,25,4
6807,3.0,80,52,0
6021,3.0,80,50,0
312,3.0,25,25,4
6263,3.0,80,52,0
5657,3.0,80,49,0
6786,3.0,80,52,0
30176,3.0,60,60,20
3972,3.0,60,56,0
18268,4.0,12,12,0
1321,3.0,50,50,15
23707,3.0,74,74,23
7891,3.0,51,43,0
4043,3.0,60,57,1
22681,3.0,135,135,60
12398,4.0,12,10,0
9679,4.0,11,9,0
16467,4.0,6,6,0
23037,3.0,65,65,17
26960,3.0,67,64,2
17259,4.0,6,6,0
28491,3.0,65,65,22
28547,3.0,65,65,21
25968,3.0,40,40,22
17849,4.0,1,1,0
48,3.0,25,11,0
20570,4.0,6,6,0
24730,3.0,55,55,61
15491,4.0,1,1,0
550,3.0,50,50,12
30482,3.0,60,60,8
28212,3.0,65,65,21
17674,4.0,12,12,0
16675,4.0,9,9,0
5093,2.0,20,17,0
2246,3.0,25,25,3
18346,4.0,11,8,0
22579,3.0,135,135,60
6623,3.0,80,54,0
26954,3.0,65,38,0
5860,3.0,80,50,0
11723,4.0,12,12,0
16265,4.0,1,1,0
6782,3.0,80,52,0
24023,3.0,74,74,28
21704,3.0,73,73,36
22537,3.0,135,135,55
29383,3.0,60,60,15
25903,3.0,40,39,20
14756,4.0,17,14,0
28875,3.0,65,64,3
15023,4.0,12,12,0
1898,3.0,25,25,5
1669,3.0,50,50,18
12497,4.0,12,10,0
1868,3.0,25,25,5
14705,4.0,11,8,0
21248,3.0,73,73,27
25138,3.0,40,40,12
31448,3.0,75,75,4
19094,4.0,11,8,0
1486,3.0,50,50,15
15993,4.0,9,9,0
7645,3.0,46,43,0
24232,3.0,59,59,46
28684,3.0,65,65,9
11379,4.0,17,14,0
15333,4.0,9,9,0
31580,3.0,75,75,4
12089,4.0,6,6,0
882,3.0,25,25,9
10931,4.0,12,12,0
1253,3.0,25,25,7
3564,0.0,180,152,0
20764,3.0,140,140,19
17205,4.0,12,10,0
25942,3.0,40,40,22
28185,3.0,65,65,21
26985,3.0,67,61,2
26881,3.0,40,32,0
16988,4.0,18,18,0
27764,3.0,67,67,15
20920,3.0,140,140,22
9188,4.0,11,9,0
19061,4.0,11,8,0
7221,3.0,55,39,0
20232,4.0,1,1,0
8289,3.0,51,44,0
7943,3.0,51,43,0
3141,0.0,180,151,0
26348,3.0,40,40,14
25258,3.0,45,44,0
13512,4.0,18,18,0
14585,4.0,9,9,0
13369,4.0,18,18,0
22051,3.0,140,140,48
27792,3.0,67,67,15
7240,3.0,46,43,0
6968,3.0,80,52,0
26076,3.0,40,40,22
21006,3.0,67,67,7
7512,3.0,46,43,0
3583,0.0,180,152,0
20128,4.0,11,8,0
17894,4.0,12,12,0
8016,3.0,51,43,0
3026,0.0,180,150,0
21027,3.0,67,67,7
2065,3.0,50,50,16
21234,3.0,67,67,7
28741,3.0,60,0,0
11659,4.0,9,9,0
20213,4.0,17,15,0
6797,3.0,80,52,0
2395,3.0,50,50,9
31436,3.0,75,75,4
18255,4.0,17,15,0
9724,4.0,11,9,0
12354,4.0,12,10,0
11132,4.0,6,6,0
9034,4.0,11,9,0
27047,3.0,67,66,3
17483,4.0,18,18,0
12923,4.0,11,8,0
9779,4.0,11,9,0
32241,3.0,65,64,4
16563,4.0,12,12,0
28210,3.0,65,65,21
30840,3.0,80,75,2
19143,4.0,1,1,0
25786,3.0,44,45,9
156,3.0,25,25,4
13483,4.0,12,12,0
14,3.0,25,20,3
10141,4.0,11,9,0
11602,4.0,12,12,0
3932,3.0,60,55,0
23666,3.0,74,74,22
12175,4.0,11,8,0
30157,3.0,60,60,18
25156,3.0,50,0,0
23106,3.0,65,65,16
7608,3.0,46,43,0
3988,3.0,60,55,1
3960,3.0,60,55,0
2124,3.0,25,25,13
28038,3.0,67,67,16
8564,3.0,55,43,0
8750,3.0,55,43,0
27593,3.0,67,67,11
9864,4.0,11,9,0
10262,4.0,11,9,0
4529,2.0,20,14,0
11310,4.0,2,2,0
24153,3.0,74,74,31
23091,3.0,65,65,16
21588,3.0,67,67,11
31567,3.0,75,75,4
3894,3.0,60,55,0
332,3.0,25,24,5
17155,4.0,17,15,0
29535,3.0,60,60,18
13288,4.0,6,6,0
6508,3.0,80,53,0
10073,4.0,11,9,0
25984,3.0,40,40,22
3180,0.0,180,151,0
10260,4.0,11,9,0
2023,3.0,50,50,16
4402,3.0,50,49,0
28657,3.0,65,65,21
22540,3.0,135,135,57
26497,3.0,40,40,15
11387,4.0,2,2,0
2690,0.0,180,151,0
27987,3.0,67,67,16
5179,2.0,20,16,0
13319,4.0,11,8,0
27285,3.0,67,67,6
27668,3.0,67,67,14
5953,3.0,80,50,0
10646,4.0,11,9,0
8559,3.0,55,43,0
2425,3.0,50,50,9
19374,4.0,1,1,0
22308,3.0,67,67,14
6171,3.0,80,51,0
28218,3.0,65,65,21
9254,4.0,11,9,0
9069,4.0,11,9,0
15568,4.0,1,1,0
31589,3.0,75,75,4
23696,3.0,74,74,22
29149,3.0,60,60,9
2076,3.0,25,25,13
16429,4.0,17,15,0
23138,3.0,70,70,43
6316,3.0,80,52,0
9608,4.0,11,9,0
14453,4.0,9,9,0
18878,4.0,2,2,0
20194,4.0,11,8,0
6873,3.0,80,52,0
9514,4.0,11,9,0
14282,4.0,18,18,0
22737,3.0,65,65,17
9986,4.0,11,9,0
5024,2.0,20,14,0
28018,3.0,65,65,18
27398,3.0,67,67,7
10691,4.0,11,9,0
5036,2.0,20,14,0
17450,4.0,18,18,0
28870,3.0,65,64,3
22468,3.0,135,135,54
2503,3.0,50,48,6
28800,3.0,65,64,3
24157,3.0,74,74,30
14725,4.0,1,1,0
21245,3.0,73,73,27
22565,3.0,70,70,43
29968,3.0,60,60,18
15362,4.0,17,15,0
1975,3.0,50,50,17
22679,3.0,70,70,43
24329,3.0,59,59,48
22458,3.0,65,65,14
16615,4.0,17,14,0
22272,3.0,67,67,14
27090,3.0,67,66,3
438,3.0,25,25,8
32245,3.0,65,64,4
15973,4.0,12,10,0
21361,3.0,140,140,37
5013,2.0,20,14,0
14894,4.0,6,6,0
28971,3.0,65,64,5
20576,4.0,17,15,0
21477,3.0,67,67,11
28440,3.0,65,65,22
11467,4.0,17,14,0
24354,3.0,59,59,47
18911,4.0,2,2,0
15179,4.0,9,9,0
5015,2.0,20,14,0
9178,4.0,11,9,0
9970,4.0,11,9,0
9336,4.0,11,9,0
4318,3.0,50,50,2
28439,3.0,65,65,22
29364,3.0,60,60,15
19062,4.0,9,9,0
11123,4.0,2,2,0
22956,3.0,65,65,16
4005,3.0,60,55,1
28539,3.0,65,65,21
1054,3.0,50,50,14
12347,4.0,17,14,0
14578,4.0,1,1,0
17554,4.0,11,8,0
2935,0.0,180,150,0
10748,4.0,11,9,0
5016,2.0,20,14,0
30366,3.0,60,60,18
30609,3.0,80,74,2
23835,3.0,74,74,24
11506,4.0,6,6,0
17140,4.0,2,2,0
26592,3.0,40,40,15
15675,4.0,6,6,0
27460,3.0,67,67,7
15145,4.0,11,8,0
4639,2.0,20,14,0
26113,3.0,40,40,22
31616,3.0,75,74,4
25240,3.0,45,44,0
14586,4.0,6,6,0
3727,3.0,60,52,0
995,3.0,25,25,6
19410,4.0,17,15,0
20301,4.0,17,15,0
25750,3.0,44,45,11
17614,4.0,1,1,0
30986,3.0,80,74,3
10589,4.0,11,9,0
3815,3.0,60,56,0
29617,3.0,60,60,18
11889,4.0,11,8,0
29668,3.0,60,60,19
15747,4.0,17,15,0
1301,3.0,25,25,3
4462,3.0,50,47,0
29995,3.0,60,60,19
7241,3.0,46,43,0
13872,4.0,12,10,0
14413,4.0,1,1,0
3338,0.0,180,152,0
17197,4.0,18,18,0
18643,4.0,11,8,0
4214,3.0,50,50,6
31596,3.0,75,75,4
24060,3.0,74,74,28
22867,3.0,135,135,59
11160,4.0,17,15,0
32138,3.0,65,65,4
22820,3.0,70,70,42
15501,4.0,2,2,0
9160,4.0,11,9,0
12401,4.0,18,18,0
22675,3.0,135,135,59
14237,4.0,1,1,0
16542,4.0,11,8,0
4724,2.0,20,15,0
14424,4.0,1,1,0
30489,3.0,60,60,7
4558,2.0,20,14,0
5964,3.0,80,49,0
3745,3.0,60,51,0
19917,4.0,1,1,0
11986,4.0,1,1,0
21059,3.0,73,73,22
3587,3.0,60,36,0
9998,4.0,11,9,0
207,3.0,25,25,4
32183,3.0,65,64,4
31122,3.0,80,75,3
2159,3.0,25,25,4
14083,4.0,1,1,0
10435,4.0,11,9,0
27462,3.0,67,67,7
21249,3.0,67,67,7
18144,4.0,17,14,0
9845,4.0,11,9,0
14082,4.0,2,2,0
30806,3.0,80,74,2
5732,3.0,80,49,0
6215,3.0,80,52,0
8543,3.0,55,43,0
15592,4.0,17,14,0
10538,4.0,11,9,0
5954,3.0,80,50,0
17159,4.0,9,9,0
179,3.0,25,20,4
32193,3.0,65,64,4
5534,3.0,80,49,0
31637,3.0,75,74,4
15396,4.0,1,1,0
23372,3.0,74,74,12
1090,3.0,50,50,16
29839,3.0,60,60,20
2809,0.0,180,150,0
12753,4.0,18,18,0
10681,4.0,11,9,0
25136,3.0,40,40,12
12267,4.0,2,2,0
2834,0.0,180,150,0
30873,3.0,80,75,2
16498,4.0,11,8,0
12978,4.0,11,8,0
1187,3.0,25,25,7
17855,4.0,2,2,0
21048,3.0,67,67,6
1509,3.0,25,25,13
12630,4.0,2,2,0
18429,4.0,18,18,0
30057,3.0,60,60,18
31044,3.0,80,74,3
14245,4.0,6,6,0
20608,4.0,17,14,0
26974,3.0,67,61,2
148,3.0,50,45,8
22414,3.0,140,140,51
19953,4.0,9,9,0
8334,3.0,51,45,0
13462,4.0,11,8,0
22926,3.0,65,65,16
25506,3.0,45,45,1
3744,3.0,60,51,0
11925,4.0,12,10,0
15285,4.0,17,15,0
16801,4.0,18,18,0
10372,4.0,11,9,0
10636,4.0,11,9,0
24109,3.0,74,74,29
11713,4.0,11,8,0
24775,3.0,55,55,61
7021,3.0,80,52,0
26014,3.0,40,40,22
6551,3.0,80,54,0
29069,3.0,60,60,9
19202,4.0,1,1,0
11515,4.0,11,8,0
6194,3.0,80,52,0
1777,3.0,50,50,18
7246,3.0,46,43,0
19867,4.0,12,10,0
2047,3.0,50,50,17
2879,0.0,180,150,0
2287,3.0,50,50,13
25666,3.0,45,45,4
2991,0.0,180,150,0
19552,4.0,17,14,0
14479,4.0,1,1,0
6132,3.0,80,51,0
26071,3.0,40,40,22
19902,4.0,1,1,0
4267,3.0,50,50,3
16970,4.0,12,12,0
16894,4.0,11,8,0
27080,3.0,67,67,2
22511,3.0,70,70,44
18810,4.0,6,6,0
10746,4.0,11,9,0
7142,3.0,80,51,0
22487,3.0,70,70,40
12038,4.0,18,18,0
3159,0.0,180,151,0
2906,0.0,180,150,0
6527,3.0,80,53,0
23754,3.0,74,74,23
15126,4.0,12,10,0
731,3.0,25,25,5
31796,3.0,65,65,8
25585,3.0,45,45,1
1274,3.0,25,25,8
18450,4.0,1,1,0
28583,3.0,65,65,21
21235,3.0,140,140,32
15707,4.0,9,9,0
1864,3.0,50,50,17
19265,4.0,18,18,0
9006,4.0,11,9,0
15274,4.0,17,15,0
15000,4.0,1,1,0
32277,3.0,55,55,13
27751,3.0,67,67,14
6581,3.0,80,53,0
7314,3.0,46,43,0
20870,3.0,73,73,15
19905,4.0,17,15,0
20152,4.0,6,6,0
29774,3.0,60,60,19
19877,4.0,6,6,0
1294,3.0,50,50,15
23834,3.0,74,74,24
4823,2.0,20,14,0
14674,4.0,6,6,0
29260,3.0,60,60,10
17704,4.0,17,14,0
4134,3.0,60,58,1
962,3.0,25,25,4
10540,4.0,11,9,0
15141,4.0,17,14,0
12060,4.0,18,18,0
31405,3.0,75,75,4
24997,3.0,55,55,60
14719,4.0,12,10,0
13812,4.0,1,1,0
28948,3.0,65,64,5
29164,3.0,60,60,9
31139,3.0,80,75,3
32223,3.0,65,63,4
27135,3.0,67,67,6
26545,3.0,40,40,15
4457,3.0,50,47,0
8136,3.0,51,44,0
19816,4.0,17,14,0
29959,3.0,60,60,18
28323,3.0,65,65,20
27832,3.0,67,67,15
24324,3.0,59,59,48
22577,3.0,70,70,43
18605,4.0,18,18,0
7017,3.0,80,52,0
7229,3.0,46,43,0
31590,3.0,75,75,4
6318,3.0,80,52,0
4592,2.0,20,15,0
22163,3.0,73,73,36
12111,4.0,6,6,0
17950,4.0,11,8,0
32158,3.0,65,64,4
24851,3.0,55,55,60
21482,3.0,73,73,35
8541,3.0,55,43,0
30536,3.0,55,25,0
6201,3.0,80,52,0
30964,3.0,80,75,2
28682,3.0,65,65,15
12847,4.0,9,9,0
28357,3.0,65,65,20
32204,3.0,65,64,4
26874,3.0,40,23,0
4930,2.0,20,13,0
2120,3.0,25,25,4
9407,4.0,11,9,0
11073,4.0,1,1,0
25151,3.0,40,14,0
22999,3.0,135,135,59
14066,4.0,12,12,0
16852,4.0,6,6,0
25694,3.0,45,45,8
30342,3.0,60,60,19
9467,4.0,11,9,0
31250,3.0,75,75,4
7244,3.0,46,43,0
19255,4.0,17,14,0
12971,4.0,2,2,0
3252,0.0,180,151,0
16311,4.0,11,8,0
21487,3.0,140,140,44
27392,3.0,67,67,7
13208,4.0,12,12,0
2449,3.0,50,50,10
16157,4.0,11,8,0
20329,4.0,12,10,0
23543,3.0,74,74,14
20644,3.0,140,138,17
26447,3.0,40,40,14
30743,3.0,80,74,2
7168,3.0,80,53,0
5220,2.0,20,16,0
9557,4.0,11,9,0
10315,4.0,11,9,0
8826,3.0,55,43,0
4544,2.0,20,14,0
30524,3.0,65,64,4
21578,3.0,73,73,36
897,3.0,25,25,10
14335,4.0,2,2,0
11444,4.0,18,18,0
31320,3.0,75,74,4
13653,4.0,2,2,0
12535,4.0,17,15,0
24325,3.0,59,59,48
5155,2.0,20,16,0
16027,4.0,6,6,0
30418,3.0,60,60,7
30928,3.0,80,75,2
26101,3.0,40,40,22
5094,2.0,20,17,0
17250,4.0,2,2,0
16583,4.0,17,15,0
26872,3.0,40,23,0
13878,4.0,1,1,0
25623,3.0,45,45,3
18664,4.0,12,12,0
8149,3.0,51,44,0
13298,4.0,9,9,0
6037,3.0,80,50,0
28484,3.0,65,65,22
11916,4.0,1,1,0
26334,3.0,40,40,14
24639,3.0,55,55,59
929,3.0,25,25,4
15290,4.0,6,6,0
3116,0.0,180,150,0
27508,3.0,67,67,8
31753,3.0,75,69,4
488,3.0,25,25,6
8764,3.0,55,43,0
23829,3.0,74,74,24
1441,3.0,50,50,15
19109,4.0,2,2,0
21779,3.0,73,73,35
10961,4.0,17,14,0
31953,3.0,65,65,6
9276,4.0,11,9,0
16916,4.0,11,8,0
10441,4.0,11,9,0
11090,4.0,2,2,0
28725,3.0,60,60,13
3318,0.0,180,152,0
31092,3.0,80,74,3
17388,4.0,12,12,0
10930,4.0,1,1,0
22103,3.0,73,73,35
24068,3.0,74,74,28
21544,3.0,140,140,46
12395,4.0,11,8,0
30017,3.0,60,60,18
20520,4.0,17,14,0
23997,3.0,74,74,29
31612,3.0,75,74,4
10464,4.0,11,9,0
4234,3.0,50,50,3
23242,3.0,135,135,62
3250,0.0,180,151,0
20954,3.0,73,73,19
2342,3.0,25,25,1
10894,4.0,18,18,0
3337,0.0,180,152,0
27726,3.0,67,67,14
22735,3.0,135,135,59
29842,3.0,60,60,20
7497,3.0,46,43,0
31341,3.0,75,75,4
14643,4.0,2,2,0
7495,3.0,46,43,0
27313,3.0,67,67,6
28640,3.0,65,65,15
22937,3.0,70,70,43
28730,3.0,60,60,9
22429,3.0,140,140,51
24431,3.0,59,59,49
8163,3.0,51,44,0
2664,3.0,25,6,0
14092,4.0,12,10,0
8775,3.0,55,43,0
25196,3.0,45,39,0
18330,4.0,18,18,0
28670,3.0,65,65,8
8959,3.0,55,43,0
22185,3.0,67,67,14
25253,3.0,45,44,1
29579,3.0,60,60,18
12538,4.0,11,8,0
23824,3.0,74,74,24
17504,4.0,1,1,0
16963,4.0,12,10,0
12418,4.0,9,9,0
20973,3.0,67,67,7
29277,3.0,60,59,11
24947,3.0,55,55,60
3990,3.0,60,55,1
140,3.0,25,20,4
9286,4.0,11,9,0
10504,4.0,11,9,0
22264,3.0,140,140,49
20234,4.0,17,14,0
13081,4.0,2,2,0
7196,3.0,55,43,0
30514,3.0,65,64,4
3425,0.0,180,152,0
27316,3.0,67,67,6
24167,3.0,74,74,31
10991,4.0,2,2,0
9804,4.0,11,9,0
509,3.0,25,25,6
8301,3.0,51,44,0
13168,4.0,12,10,0
10533,4.0,11,9,0
31258,3.0,75,75,4
4994,2.0,20,14,0
28181,3.0,65,65,21
4834,2.0,20,14,0
24623,3.0,55,55,59
4928,2.0,20,13,0
5798,3.0,80,49,0
25960,3.0,40,40,22
12632,4.0,18,18,0
491,3.0,25,25,6
19985,4.0,11,8,0
31562,3.0,75,75,4
31948,3.0,65,65,6
30510,3.0,80,75,2
9788,4.0,11,9,0
15323,4.0,6,6,0
24373,3.0,59,59,48
19087,4.0,2,2,0
17929,4.0,9,9,0
1182,3.0,25,25,10
3345,0.0,180,152,0
5705,3.0,80,49,0
24200,3.0,59,59,46
18006,4.0,9,9,0
16724,4.0,18,18,0
11361,4.0,11,8,0
12480,4.0,17,15,0
24367,3.0,59,59,47
14464,4.0,9,9,0
30212,3.0,60,60,20
32096,3.0,65,64,4
3191,0.0,180,151,0
14274,4.0,1,1,0
7381,3.0,46,43,0
23439,3.0,74,74,12
27361,3.0,67,67,6
11947,4.0,12,10,0
25121,3.0,45,39,0
8767,3.0,55,43,0
14926,4.0,9,9,0
29468,3.0,60,60,17
9461,4.0,11,9,0
20119,4.0,6,6,0
6285,3.0,80,52,0
9486,4.0,11,9,0
23081,3.0,70,70,44
25932,3.0,40,40,22
25371,3.0,45,44,1
12567,4.0,17,14,0
14903,4.0,11,8,0
6205,3.0,80,52,0
20132,4.0,2,2,0
19923,4.0,2,2,0
23546,3.0,74,74,19
8944,3.0,55,43,0
24570,3.0,55,55,59
29232,3.0,60,60,11
26523,3.0,40,40,15
23979,3.0,74,74,28
11556,4.0,17,15,0
14134,4.0,9,9,0
4659,2.0,20,14,0
18930,4.0,9,9,0
26891,3.0,40,36,0
25022,3.0,55,55,60
16523,4.0,12,10,0
4791,2.0,20,14,0
9193,4.0,11,9,0
9194,4.0,11,9,0
10053,4.0,11,9,0
27213,3.0,67,67,5
11915,4.0,2,2,0
24204,3.0,59,59,46
19339,4.0,12,10,0
13051,4.0,17,14,0
21798,3.0,67,67,14
14468,4.0,1,1,0
31068,3.0,80,75,3
2078,3.0,25,25,4
22481,3.0,70,70,40
13829,4.0,2,2,0
15967,4.0,17,15,0
6390,3.0,80,52,0
2227,3.0,50,50,15
31313,3.0,75,74,4
9763,4.0,11,9,0
18229,4.0,2,2,0
11334,4.0,18,18,0
14034,4.0,11,8,0
2960,0.0,180,150,0
249,3.0,25,25,4
5493,3.0,80,49,0
13279,4.0,2,2,0
11549,4.0,9,9,0
1615,3.0,50,50,17
5564,3.0,80,49,0
20180,4.0,17,15,0
3226,0.0,180,151,0
11867,4.0,11,8,0
24277,3.0,59,59,46
16456,4.0,6,6,0
24141,3.0,74,74,31
11293,4.0,1,1,0
14879,4.0,1,1,0
28426,3.0,65,65,22
11831,4.0,17,15,0
27038,3.0,67,66,2
9549,4.0,11,9,0
26534,3.0,40,40,15
14882,4.0,9,9,0
25295,3.0,45,45,1
31531,3.0,75,75,4
20843,3.0,73,73,16
18452,4.0,17,14,0
22643,3.0,70,70,42
22149,3.0,67,67,14
21070,3.0,140,140,27
13667,4.0,17,14,0
10863,4.0,17,15,0
24384,3.0,59,59,48
13769,4.0,12,12,0
26196,3.0,40,40,21
15450,4.0,17,15,0
16306,4.0,18,18,0
18584,4.0,17,14,0
12442,4.0,12,10,0
12454,4.0,2,2,0
841,3.0,50,50,11
6213,3.0,80,51,0
10671,4.0,11,9,0
8756,3.0,55,43,0
27431,3.0,67,67,6
23171,3.0,70,70,44
22056,3.0,67,67,14
17412,4.0,9,9,0
307,3.0,50,49,9
1134,3.0,25,25,10
16638,4.0,17,15,0
11667,4.0,1,1,0
30522,3.0,65,64,4
9110,4.0,11,9,0
12126,4.0,18,18,0
4833,2.0,20,14,0
22782,3.0,65,65,16
16599,4.0,6,6,0
20143,4.0,2,2,0
22423,3.0,140,140,51
20793,3.0,67,67,4
17916,4.0,12,12,0
6391,3.0,80,52,0
12612,4.0,17,15,0
24371,3.0,59,59,49
23815,3.0,74,74,24
24628,3.0,55,55,59
29595,3.0,60,60,17
11992,4.0,2,2,0
1644,3.0,25,25,13
3807,3.0,60,56,0
28762,3.0,65,64,2
7558,3.0,46,43,0
26310,3.0,40,40,15
2084,3.0,25,25,4
2200,3.0,50,50,15
29156,3.0,60,60,9
9610,4.0,11,9,0
19310,4.0,17,14,0
11924,4.0,6,6,0
18794,4.0,17,15,0
3493,0.0,180,152,0
13433,4.0,2,2,0
19742,4.0,12,12,0
28794,3.0,65,64,3
9984,4.0,11,9,0
19147,4.0,1,1,0
10406,4.0,11,9,0
19469,4.0,9,9,0
16020,4.0,18,18,0
8339,3.0,51,44,0
4596,2.0,20,14,0
23465,3.0,74,73,14
16537,4.0,18,18,0
20763,3.0,67,65,2
10587,4.0,11,9,0
18285,4.0,1,1,0
10269,4.0,11,9,0
26047,3.0,40,40,22
1047,3.0,25,25,9
31820,3.0,65,65,8
15189,4.0,11,8,0
20727,3.0,67,66,3
19023,4.0,18,18,0
10273,4.0,11,9,0
18206,4.0,12,10,0
4869,2.0,20,14,0
25718,3.0,45,45,5
28880,3.0,65,65,4
7783,3.0,46,43,0
28077,3.0,65,65,21
4776,2.0,20,15,0
9074,4.0,11,9,0
8137,3.0,51,44,0
24585,3.0,55,55,59
3004,0.0,180,150,0
1544,3.0,25,25,4
11174,4.0,11,8,0
16340,4.0,17,14,0
26877,3.0,40,36,0
2827,0.0,180,150,0
25946,3.0,40,40,22
24926,3.0,55,55,60
4371,3.0,50,49,0
31704,3.0,75,70,4
21802,3.0,140,140,47
28528,3.0,65,65,22
13681,4.0,12,12,0
27486,3.0,67,67,9
15657,4.0,18,18,0
117,3.0,25,25,6
13780,4.0,12,12,0
15870,4.0,12,12,0
1664,3.0,25,25,5
24072,3.0,74,74,30
1850,3.0,25,25,5
5305,2.0,20,16,0
30876,3.0,80,75,2
1537,3.0,50,50,17
9044,4.0,11,9,0
2129,3.0,25,25,5
25732,3.0,44,45,11
2882,0.0,180,150,0
11728,4.0,2,2,0
19773,4.0,17,15,0
10551,4.0,11,9,0
3429,0.0,180,152,0
20621,4.0,1,1,0
13686,4.0,2,2,0
30123,3.0,60,60,19
31227,3.0,75,75,3
26075,3.0,40,40,22
19348,4.0,9,9,0
15340,4.0,17,15,0
19727,4.0,18,18,0
19461,4.0,2,2,0
16659,4.0,17,14,0
28207,3.0,65,65,21
12960,4.0,2,2,0
3731,3.0,60,52,0
24621,3.0,55,55,59
13639,4.0,9,9,0
28924,3.0,65,65,4
15371,4.0,18,18,0
30563,3.0,80,75,2
22961,3.0,70,70,44
26218,3.0,40,40,15
27626,3.0,67,67,11
29121,3.0,60,60,9
32051,3.0,65,65,5
30072,3.0,60,60,19
26648,3.0,40,40,15
5607,3.0,80,49,0
32063,3.0,65,65,5
28240,3.0,65,65,21
28936,3.0,60,60,9
14694,4.0,11,8,0
28145,3.0,65,65,20
1913,3.0,25,25,5
24425,3.0,59,59,49
27948,3.0,67,67,16
24082,3.0,74,74,30
22905,3.0,65,65,16
24932,3.0,55,55,60
10075,4.0,11,9,0
24957,3.0,55,55,60
20642,3.0,73,73,16
31148,3.0,75,75,3
19315,4.0,9,9,0
11096,4.0,12,12,0
11742,4.0,17,14,0
16662,4.0,12,12,0
946,3.0,50,50,11
86,3.0,25,20,4
19041,4.0,6,6,0
26587,3.0,40,40,15
29666,3.0,60,60,18
5737,3.0,80,49,0
12350,4.0,12,12,0
5970,3.0,80,50,0
28364,3.0,65,65,20
13476,4.0,12,10,0
2509,3.0,50,48,6
